corpus_order,paper_id,inspire_id,year,title,authors,document_type,arxiv_ids,dois,report_numbers,inspire_url,pilot_included,pilot_order,pilot_series,full_text_status,local_pdf_path,local_pdf_relative_path,local_pdf_filename,local_pdf_bytes,local_pdf_pages,sha256,source_manifest_sha256,hash_verification,pdf_source,pdf_source_url,alternate_local_artifact_count,alternate_local_artifact_paths,multiple_arxiv_artifacts,duplicate_record_of,record_flags,retrieval_errors
1,inspire:115597,115597,1976,Delta I = 1/2 Rule in the Weinberg-Salam Model,"Gates, S.J.",article,,10.1103/PhysRevD.14.3227,,https://inspirehep.net/literature/115597,false,,,metadata_only,,,,,,,,,,,0,,false,,,APS publisher: HTTP 403 | DOI content negotiation: HTTP 403
2,inspire:108473,108473,1976,Gauging a Pseudosymmetry,"Gates, S.James, Jr.",article,,10.1103/PhysRevD.14.1357,MIT-CTP-528,https://inspirehep.net/literature/108473,false,,,metadata_only,,,,,,,,,,,0,,false,,,APS publisher: HTTP 403 | DOI content negotiation: HTTP 403
3,inspire:111455,111455,1976,Spinor Yang-Mills Superfields,"Gates, S. James, Jr.",article,,10.1103/PhysRevD.16.1727,MIT-CTP-583,https://inspirehep.net/literature/111455,false,,,metadata_only,,,,,,,,,,,0,,false,,,APS publisher: HTTP 403 | DOI content negotiation: HTTP 403
4,inspire:119079,119079,1977,A Note on the Geometry of Global Supersymmetry,"Gates, S. James, Jr.",article,,,MIT-CTP-604,https://inspirehep.net/literature/119079,false,,,metadata_only,,,,,,,,,,,0,,false,,,
5,inspire:119503,119503,1977,On the Geometry of Superspace,"Gates, S. James, Jr.",article,,,MIT-CTP-621,https://inspirehep.net/literature/119503,false,,,metadata_only,,,,,,,,,,,0,,false,,,
6,inspire:121291,121291,1977,On the Geometry of Superspace and Local Supersymmetry. 1.,"Gates, S.James, Jr.",article,,10.1103/PhysRevD.17.3188,MIT-CTP-663,https://inspirehep.net/literature/121291,false,,,metadata_only,,,,,,,,,,,0,,false,,,APS publisher: HTTP 403 | DOI content negotiation: HTTP 403
7,inspire:119080,119080,1977,Supersymmetry and Yang-Mills Invariance in (1+1)-Dimensions,"Gates, S.James, Jr.",article,,,MIT-CTP-605,https://inspirehep.net/literature/119080,false,,,metadata_only,,,,,,,,,,,0,,false,,,
8,inspire:129105,129105,1978,A NOTE ON THE GEOMETRY OF LOCAL SUPERSYMMETRY,"Gates, S.James, Jr.",article,,,HUTP-78/A001,https://inspirehep.net/literature/129105,false,,,metadata_only,,,,,,,,,,,0,,false,,,
9,inspire:129790,129790,1978,Local Supersymmetry in Superspace,"Gates, S.James, Jr. | Shapiro, Joel A.",article,,10.1103/PhysRevD.18.2768,MIT-CTP-709,https://inspirehep.net/literature/129790,false,,,metadata_only,,,,,,,,,,,0,,false,,,APS publisher: HTTP 403 | DOI content negotiation: HTTP 403
10,inspire:130840,130840,1978,ON THE GEOMETRY OF SUPERSPACE AND LOCAL SUPERSYMMETRY. 2.,"Gates, S.James, Jr.",article,,,HUTP-78/A028,https://inspirehep.net/literature/130840,false,,,metadata_only,,,,,,,,,,,0,,false,,,
11,inspire:6893,6893,1978,Superfield Supergravity,"Siegel, Warren | Gates, S.James, Jr.",article,,10.1016/0550-3213(79)90416-4,HUTP-78/A019,https://inspirehep.net/literature/6893,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
12,inspire:143334,143334,1979,'SUPERCONFORMAL' SYMMETRY BREAKDOWN AS A GUIDE TO SUPERGRAVITY CONSTRAINTS,"Gates, S.James, Jr.",conference paper,,,HUTP-79-A069,https://inspirehep.net/literature/143334,false,,,metadata_only,,,,,,,,,,,0,,false,,,
13,inspire:141844,141844,1979,"(3/2, 1) Superfield of O(2) Supergravity","Gates, S.James, Jr. | Siegel, W.",article,,10.1016/0550-3213(80)90522-2,HUTP-79/A049,https://inspirehep.net/literature/141844,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
14,inspire:140433,140433,1979,A Comment on Superspace Bianchi Identities and Six-dimensional Space-time,"Gates, S.James, Jr.",article,,10.1016/0370-2693(79)90285-5,HUTP-79/A016,https://inspirehep.net/literature/140433,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
15,inspire:8700,8700,1979,Algebraic Origins of Superspace Constraints in Supergravity,"Gates, S.James, Jr. | Stelle, K.S. | West, Peter C.",article,,10.1016/0550-3213(80)90037-1,ICTP/79-80/8,https://inspirehep.net/literature/8700,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
16,inspire:141077,141077,1979,Superconformal Transformations and Six-dimensional Space-time,"Gates, S.James, Jr.",article,,10.1016/0550-3213(80)90432-0,HUTP-79/A030,https://inspirehep.net/literature/141077,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
17,inspire:140015,140015,1979,Superspace Bianchi Identities and the Supercovariant Derivative,"Brown, M. | Gates, S.James, Jr.",article,,10.1016/0003-4916(79)90210-0,HUTP-79/A002,https://inspirehep.net/literature/140015,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
18,inspire:143311,143311,1979,Superspace Geometry and N=1 Nonminimal Supergravity,"Brown, M. | Gates, S.James, Jr.",article,,10.1016/0550-3213(80)90043-7,MIT-CTP-811,https://inspirehep.net/literature/143311,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
19,inspire:141382,141382,1979,Understanding Constraints in Superspace Formulations of Supergravity,"Gates, S.James, Jr. | Siegel, W.",article,,10.1016/0550-3213(80)90414-9,HUTP-79/A034,https://inspirehep.net/literature/141382,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
20,inspire:153598,153598,1980,Another Solution for N=2 Superspace Bianchi Identities,"Gates, S.James, Jr.",article,,10.1016/0370-2693(80)90773-X,HUTP-80/A042,https://inspirehep.net/literature/153598,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
21,inspire:9990,9990,1980,SUPER P FORM GAUGE SUPERFIELDS,"Gates, S.James, Jr.",article,,10.1016/0550-3213(81)90225-X,CALT-68-801,https://inspirehep.net/literature/9990,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
22,inspire:152626,152626,1980,"Supercovariant Derivatives, Super Weyl Groups, and N=2 Supergravity","Gates, S.James, Jr.",article,,10.1016/0550-3213(80)90459-9,HUTP-80/A011,https://inspirehep.net/literature/152626,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
23,inspire:8943,8943,1980,The Constraints for N=2 Superspace From Extended Supergravity in Ordinary Space,"Castellani, L. | van Nieuwenhuizen, P. | Gates, S.J., Jr.",article,,10.1103/PhysRevD.22.2364,ITP-SB-80-09,https://inspirehep.net/literature/8943,false,,,metadata_only,,,,,,,,,,,0,,false,,,APS publisher: HTTP 403 | DOI content negotiation: HTTP 403
24,inspire:9654,9654,1980,Toward an Unextended Superfield Formulation of N=2 Supergravity,"Gates, S.James, Jr.",conference paper,,,HUTP-80/A055,https://inspirehep.net/literature/9654,false,,,metadata_only,,,,,,,,,,,0,,false,,,
25,inspire:9991,9991,1980,VARIANT SUPERFIELD REPRESENTATIONS,"Gates, S.James, Jr. | Siegel, W.",article,,10.1016/0550-3213(81)90281-9,CALT-68-804,https://inspirehep.net/literature/9991,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
26,inspire:168955,168955,1981,AUXILIARY FIELD ANOMALIES,"Gates, S.J., Jr. | Grisaru, Marcus T. | Siegel, W.",article,,10.1016/0550-3213(82)90027-X,CALT-68-879,https://inspirehep.net/literature/168955,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
27,inspire:166323,166323,1981,LINEARIZED N=2 SUPERFIELD SUPERGRAVITY,"Gates, S.James, Jr. | Siegel, W.",article,,10.1016/0550-3213(82)90047-5,CALT-68-844,https://inspirehep.net/literature/166323,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
28,inspire:164904,164904,1981,SUPERPROJECTORS,"Siegel, W. | Gates, S.J., Jr.",article,,10.1016/0550-3213(81)90382-5,Print-81-0284 (CAL TECH) | CALT-68-838,https://inspirehep.net/literature/164904,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
29,inspire:168448,168448,1981,Solution to Constraints for n=0 Supergravity,"Gates, S.J., Jr. | Rocek, M. | Siegel, W.",article,,10.1016/0550-3213(82)90548-X,CALT-68-868,https://inspirehep.net/literature/168448,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
30,inspire:12561,12561,1982,Consequences of Conformally Covariant Constraints for N > 4 Superspace,"Gates, S.J., Jr. | Grimm, R.",article,,10.1016/0370-2693(83)90558-0,PRINT-82-0696 (MIT),https://inspirehep.net/literature/12561,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
31,inspire:12589,12589,1982,GAUGED AND UNGAUGED N=4 SUPERGRAVITIES IN SUPERSPACE,"Gates, S.James, Jr. | Zwiebach, Barton",article,,,CALT-68-943,https://inspirehep.net/literature/12589,false,,,metadata_only,,,,,,,,,,,0,,false,,,
32,inspire:182350,182350,1982,Gauged N=4 Supergravity Theory With a New Scalar Potential,"Gates, S.James, Jr. | Zwiebach, Barton",article,,10.1016/0370-2693(83)90422-7,CALT-68-969,https://inspirehep.net/literature/182350,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
33,inspire:11709,11709,1982,On-shell and Conformal N=4 Supergravity in Superspace,"Gates, S.James, Jr.",article,,10.1016/0550-3213(83)90229-8,CALT-68-887,https://inspirehep.net/literature/11709,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
34,inspire:191558,191558,1983,N=1 Superspace Components of Extended Supergravity,"Gates, S.J., Jr. | Karlhede, A. | Lindstrom, U. | Rocek, M.",article,,10.1088/0264-9381/1/3/002,Print-83-0710 (STOCKHOLM),https://inspirehep.net/literature/191558,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html;charset=UTF-8) | DOI content negotiation: not PDF (text/html;charset=UTF-8)
35,inspire:190269,190269,1983,Searching for All N=4 Supergravities With Global SO(4),"Gates, S.James, Jr. | Zwiebach, Barton",article,,10.1016/0550-3213(84)90468-1,CALT-68-1003,https://inspirehep.net/literature/190269,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
36,inspire:194744,194744,1983,Superspace Formulation of New Nonlinear Sigma Models,"Gates, S.James, Jr.",article,,10.1016/0550-3213(84)90456-5,IC/83/81,https://inspirehep.net/literature/194744,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
37,hep-th/0108200,195126,1983,Superspace Or One Thousand and One Lessons in Supersymmetry,"Gates, S.J. | Grisaru, Marcus T. | Rocek, M. | Siegel, W.",book,hep-th/0108200,,YITP-SB-01-53,https://inspirehep.net/literature/195126,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1983_hep-th_0108200_Superspace_Or_One_Thousand_and_One_Lessons_in_Supersymmetry.pdf,pdfs/1983_hep-th_0108200_Superspace_Or_One_Thousand_and_One_Lessons_in_Supersymmetry.pdf,1983_hep-th_0108200_Superspace_Or_One_Thousand_and_One_Lessons_in_Supersymmetry.pdf,3182047,568,3669da125d970d5db9f247b580da3e89f76a9363235910e7f94509eff097ea99,3669da125d970d5db9f247b580da3e89f76a9363235910e7f94509eff097ea99,matched,arXiv,https://arxiv.org/pdf/hep-th/0108200,0,,false,,,
38,inspire:207930,207930,1984,"A Preon Model With Family Replication From a D=6, N=2 Supergravity Theory","Nishino, Hitoshi | Pati, Jogesh C. | Gates, S.James, Jr.",article,,10.1016/0370-2693(85)90410-1,MDDP-PP-85-125,https://inspirehep.net/literature/207930,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
39,inspire:14653,14653,1984,N=1 Superspace Geometry of Extended Supergravity,"Gates, S.J., Jr. | Karlhede, A. | Lindstrom, U. | Rocek, M.",article,,10.1016/0550-3213(84)90026-9,ITP-SB-83-54,https://inspirehep.net/literature/14653,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
40,inspire:204580,204580,1984,NONMINIMAL N=1 SUPERGRAVITY AND BROKEN GLOBAL SUPERSYMMETRY,"Deo, B.B. | Gates, S.James, Jr.",article,,10.1016/0370-2693(85)90833-0,IC-84-67,https://inspirehep.net/literature/204580,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
41,inspire:15327,15327,1984,SUPERSYMMETRIC MATTER GRAVITINO MULTIPLETS,"Gates, S.James, Jr. | Kostelecky, V.Alan",article,,10.1016/0550-3213(84)90612-6,LA-UR-84-1568,https://inspirehep.net/literature/15327,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
42,inspire:204714,204714,1984,Supergravity in d=9 and Its Coupling to Noncompact sigma Model,"Gates, S.J., Jr. | Nishino, H. | Sezgin, E.",article,,10.1088/0264-9381/3/1/005,IC-84-105,https://inspirehep.net/literature/204714,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html;charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
43,inspire:202439,202439,1984,"The Spin (3/2, 1) Multiplet and Superspace Geometry","Gates, S.J., Jr. | Grimm, R.",article,,10.1007/BF01551806,LAPP-TH-114,https://inspirehep.net/literature/202439,false,,,metadata_only,,,,,,,,,,,0,,false,,,Springer publisher: not PDF (text/html; charset=utf-8) | Crossref full text: not PDF (text/html; charset=utf-8) | DOI content negotiation: not PDF (text/html; charset=utf-8)
44,inspire:15441,15441,1984,Twisted Multiplets and New Supersymmetric Nonlinear Sigma Models,"Gates, S.J., Jr. | Hull, C.M. | Rocek, M.",article,,10.1016/0550-3213(84)90592-3,ITP-SB-84-53,https://inspirehep.net/literature/15441,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
45,inspire:16304,16304,1985,A COMMENT ON THE ELECTROWEAK INTERACTIONS IN GAUGED HIDDEN SYMMETRY NONLINEAR sigma MODELS,"Gates, S.James, Jr. | Stremnitzer, H.",article,,10.1088/0305-4616/13/1/004,MdDP-PP-85-145,https://inspirehep.net/literature/16304,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html; charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
46,inspire:220186,220186,1985,COMMENTS ON NONMINIMAL N=1 SCALAR MULTIPLETS,"Deo, B.B. | Gates, S.J.",article,,10.1016/0550-3213(85)90216-0,,https://inspirehep.net/literature/220186,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
47,inspire:217518,217518,1985,"D=2 Superfield Supergravity, Local (Supersymmetry)**2 and Nonlinear sigma Models","Gates, S.James, Jr. | Nishino, H.",conference paper,,10.1088/0264-9381/3/3/013,VPI-HEP-85/1,https://inspirehep.net/literature/217518,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html; charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
48,inspire:221678,221678,1985,Dual Versions of Higher Dimensional Supergravities and Anomaly Cancellations in Lower Dimensions,"Nishino, Hitoshi | Gates, S.James, Jr.",article,,10.1016/0550-3213(86)90258-0,Print-86-0194 (MARYLAND),https://inspirehep.net/literature/221678,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
49,inspire:220000,220000,1985,"Manifestly Supersymmetric O ( alpha^ prime) Superstring Corrections in New D=10, N=1 Supergravity Yang-Mills Theory","Gates, S.J., Jr. | Nishino, H.",article,,10.1016/0370-2693(86)91229-3,Print-86-0075 (MARYLAND) | MdDP-PP-86-120,https://inspirehep.net/literature/220000,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
50,inspire:218729,218729,1985,"NONPOLYNOMIALITY, PREPOTENTIALS AND SUPERSPACE GEOMETRY","Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/218729,false,,,metadata_only,,,,,,,,,,,0,,false,,,
51,inspire:16413,16413,1985,"New D=10, N=1 Supergravity Coupled to Yang-Mills Supermultiplet and Anomaly Cancellations","Gates, S.James, Jr. | Nishino, Hitoshi",article,,10.1016/0370-2693(85)91537-0,MDDP-PP-85-146,https://inspirehep.net/literature/16413,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
52,inspire:212837,212837,1985,Supersymmetry and Geometry in D< 4 Nonlinear sigma Models,"Atkinson, Gary | Chattopadhyay, Utpal | Gates, S.James, Jr.",article,,10.1016/0003-4916(86)90037-0,MDDP-PP-85-128,https://inspirehep.net/literature/212837,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
53,inspire:217045,217045,1985,THE GAUGE PRINCIPLE VERSUS THE EQUIVALENCE PRINCIPLE,"Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/217045,false,,,metadata_only,,,,,,,,,,,0,,false,,,
54,inspire:20684,20684,1986,"(1,0) SUPERGRAPHITY","Gates, S.J., Jr. | Grisaru, Marcus T. | Mezincescu, L. | Townsend, P.K.",article,,10.1016/0550-3213(87)90428-7,UTTG-20-86 | BRX-TH-205,https://inspirehep.net/literature/20684,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
55,inspire:235678,235678,1986,Calabi-yau Manifold Compactification in Heterotic String and N=1 Supersymmetry in Four-dimensions,"Nishino, Hitoshi | Gates, S.James, Jr.",article,,10.1016/0370-2693(87)91267-6,BRX-TH-217,https://inspirehep.net/literature/235678,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
56,inspire:235791,235791,1986,"D = 10, N=2a Supergravity in Superspace","Carr, James L. | Gates, S.James, Jr. | Oerter, Robert N.",article,,10.1016/0370-2693(87)91271-8,UMDEPP-87-107,https://inspirehep.net/literature/235791,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
57,inspire:18547,18547,1986,"Euler Characteristics in New D=10, N=1 Superspace Supergravity","Nishino, H. | Gates, S.James, Jr.",article,,10.1016/0550-3213(87)90675-4,MdDP-PP-86-176,https://inspirehep.net/literature/18547,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
58,inspire:238147,238147,1986,MANIFESTLY SUPERSYMMETRIC GAUGE FIXING IN D = 2 SUPERGRAVITY THEORIES,"Brooks, Roger | Gates, S.James, Jr.",article,,10.1088/0264-9381/5/2/015,MIT-CTP-1438,https://inspirehep.net/literature/238147,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html; charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
59,inspire:227310,227310,1986,Manifestly Supersymmetric Extensions of (Curvature)**2 Terms in Six-dimensional N=2 Supergravity,"Nishino, H. | Gates, S.J., Jr.",article,,10.1016/0370-2693(86)90407-7,MdDP-PP-86-137,https://inspirehep.net/literature/227310,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
60,inspire:237390,237390,1986,"Matter Coupled to D=2 Simple Unidexterous Supergravity, Local (Supersymmetry)**2 and Strings","Brooks, R. | Muhammad, F. | Gates, S.J.",article,,10.1088/0264-9381/3/5/005,,https://inspirehep.net/literature/237390,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html; charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
61,inspire:242031,242031,1986,NEW PROPERTIES OF UNIDEXTEROUS SUPERSYMMETRIC THEORIES,"Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/242031,false,,,metadata_only,,,,,,,,,,,0,,false,,,
62,inspire:17753,17753,1986,"New D=10, N=1 Superspace Supergravity and Local Symmetries of Superstrings","Gates, S.James, Jr. | Nishino, Hitoshi",article,,10.1016/0370-2693(86)91228-1,PRINT-86-0010 (MARYLAND),https://inspirehep.net/literature/17753,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
63,inspire:235790,235790,1986,"On D = 10, N=1 Supersymmetry, Superspace Geometry and Superstring Effects. 2.","Gates, S.James, Jr. | Nishino, H.",article,,10.1016/0550-3213(87)90471-8,UMDEPP-87-108,https://inspirehep.net/literature/235790,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
64,inspire:230969,230969,1986,"On D=10, N=1 Supersymmetry, Superspace Geometry and Superstring Effects","Gates, S.James, Jr. | Vashakidze, Sh.",article,,10.1016/0550-3213(87)90470-6,MDDP-PP-86-177,https://inspirehep.net/literature/230969,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
65,inspire:18959,18959,1986,SUPERSPACE SPINNING STRING SPECTRES,"Brooks, Roger | Gates, S.James, Jr.",article,,10.1016/0550-3213(87)90123-4,"Print-86-1090 (MIT,LNS) | MIT-CTP-1391",https://inspirehep.net/literature/18959,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
66,inspire:235592,235592,1986,UNIDEXTEROUS D = 2 SUPERSYMMETRY IN SUPERSPACE. 2. QUANTIZATION,"Brooks, Roger | Gates, S.James, Jr.",article,,10.1016/0370-2693(87)90570-3,MIT-CTP-1401,https://inspirehep.net/literature/235592,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
67,inspire:232038,232038,1986,Unidexterous D=2 Supersymmetry in Superspace,"Brooks, R. | Muhammad, F. | Gates, S.J.",article,,10.1016/0550-3213(86)90261-0,,https://inspirehep.net/literature/232038,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
68,inspire:243451,243451,1986,Using superspace techniques to construct effective actions for massless string states,"Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/243451,false,,,metadata_only,,,,,,,,,,,0,,false,,,
69,inspire:248012,248012,1987,Extended D=2 Supergravity Theories and Their Lower Superspace Realizations,"Brooks, Roger | Muhammad, Fuad | Gates, S.James, Jr.",article,,10.1088/0264-9381/5/5/012,MIT-CTP-1486,https://inspirehep.net/literature/248012,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html; charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
70,inspire:251286,251286,1987,"Leftons, Rightons, Nonlinear sigma Models, and Superstrings","Gates, S.James, Jr. | Siegel, W.",article,,10.1016/0370-2693(88)90709-5,UMDEPP-88-113,https://inspirehep.net/literature/251286,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
71,inspire:250105,250105,1987,MORE FOUR-DIMENSIONAL (SUPER)STRING THEORIES?,"Gates, S.James, Jr.",conference paper,,,Print-87-0789 (MARYLAND),https://inspirehep.net/literature/250105,false,,,metadata_only,,,,,,,,,,,0,,false,,,
72,inspire:247173,247173,1987,NSR BRST,"Brooks, Roger | Gates, S.James, Jr.",article,,10.1016/0550-3213(88)90674-8,MIT-CTP-1485,https://inspirehep.net/literature/247173,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
73,inspire:250201,250201,1987,OFF-SHELL BRST INVARIANT SUPERJACOBIANS,"Gates, S.James, Jr.",conference paper,,,Print-87-0807 (MARYLAND),https://inspirehep.net/literature/250201,false,,,metadata_only,,,,,,,,,,,0,,false,,,
74,inspire:255986,255986,1987,"SUPERSTRINGS, COSMOLOGY, COMPOSITE STRUCTURES. PROCEEDINGS, INTERNATIONAL WORKSHOP, COLLEGE PARK, USA, MARCH 11-18, 1987","Gates, S.J. | Mohapatra, R.N.",proceedings,,,,https://inspirehep.net/literature/255986,false,,,metadata_only,,,,,,,,,,,0,,false,,,
75,inspire:248272,248272,1987,UNIDEXTEROUS SUPERCONFORMAL THEORIES,"Gates, S.James, Jr.",conference paper,,,Print-87-0699 (MARYLAND),https://inspirehep.net/literature/248272,false,,,metadata_only,,,,,,,,,,,0,,false,,,
76,inspire:244796,244796,1987,Unidexterous Superspace: The Flax of (Super)strings,"Gates, S.James, Jr. | Brooks, Roger | Muhammad, Fuad",article,,10.1016/0370-2693(87)90765-9,UMDEPP-87-122 | MIT-CTP-1456,https://inspirehep.net/literature/244796,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
77,inspire:24554,24554,1988,"Auxiliary Fields for d=2, N=4 Supergravity","Gates, S.J., Jr. | Hassoun, Y. | van Nieuwenhuizen, P.",article,,10.1016/0550-3213(89)90071-0,ITP-SB-88-43 | UMDEPP-89-46,https://inspirehep.net/literature/24554,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
78,inspire:261658,261658,1988,"D=10, N=1 Superspace Supergravity and the Lorentz Chern-simons Form","Bellucci, S. | Gates, S.James, Jr.",article,,10.1016/0370-2693(88)90647-8,UMDEPP-88-182 | UCD-88-5,https://inspirehep.net/literature/261658,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
79,inspire:264801,264801,1988,Equivalence of Four-dimensional (Supersymmetry)**2 Particle Models,"Gates, S.James, Jr. | Majumdar, Parthasarathi",article,,10.1142/S0217732389000411,UMDEPP-89-48,https://inspirehep.net/literature/264801,false,,,metadata_only,,,,,,,,,,,0,,false,,,World Scientific publisher: HTTP 403 | DOI content negotiation: HTTP 403
80,inspire:266600,266600,1988,"Finiteness of D=4, N=1 Green-schwarz Heterotic sigma Models","Gates, S.James, Jr. | Majumdar, Parthasarathi | Oerter, Robert N. | van de Ven, Anton E.",article,,10.1016/0550-3213(89)90079-5,UMDEPP-89-66,https://inspirehep.net/literature/266600,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
81,inspire:267627,267627,1988,Lefton - Righton Formulation of Massless Thirring Models,"Depireux, Didier A. | Gates, S.James, Jr. | Park, Q-Han",article,,10.1016/0370-2693(89)91462-7,UMDEPP-89-82,https://inspirehep.net/literature/267627,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
